-plasty,0.00734113328745125
2-aminofluorene,0.0
3-Iodobenzylguanidine,0.00577825929938606
Ablation,0.1303164006757754
Ablation+Catheters,0.47305389221556887
Acenocoumarol,0.08012568735271014
acetovanillone,0.001584786053882726
Acupuncture+procedure,0.0
Adenosine,0.0016111927833127762
Adenosine+Diphosphate+Receptor+Inhibitors,0.1111111111111111
Adjustment+Action,0.0
adjuvant+therapy,0.0007551919446192574
Administration,+Oral,0.010551962593382182
Adrenal+Cortex+Hormones,0.0006725059869435423
Adrenergic+beta-Antagonists,0.020268011008513595
Advice,0.0018259090193609318
Ajmaline,0.08041958041958042
Albuterol,0.0014060134112048454
Aldosterone,0.006393465709055063
Aldosterone+Antagonists,0.03500897666068223
Aldosterone+Receptor+Antagonists,0.034782608695652174
Alteplase,0.02220324508966695
Alternative+Therapies,0.005304212168486739
amidronate,0.0
Aminophylline,0.003869969040247678
Amiodarone,0.23093126385809312
Amiodarone+hydrochloride,0.13740458015267176
Amlodipine,0.005619350109943806
Amputation,0.0018023779761039565
Anesthesia+procedures,0.0
Anesthesia,+Epidural,0.003047960555804572
Angiopoietin-2,0.0006381620931716656
Angiotensin+II,0.007927582456075662
Angiotensin+II+receptor+antagonist,0.002849002849002849
Angiotensin+II+Type+1+Receptor+Blockers,0.01954732510288066
Angiotensin-Converting+Enzyme+Inhibitors,0.014762646441389585
Angiotensins,0.001948051948051948
Annuloplasty,0.057329213868863714
Anti-Anxiety+Agents,0.0012723050987626832
Anti-Arrhythmia+Agents,0.039237029757855216
Anti-Bacterial+Agents,0.00022582317456327762
Anti-Inflammatory+Agents,0.0027093061515951304
Anti-Inflammatory+Agents,+Non-Steroidal,0.00547341758211503
Antibiotics,0.0004583371528096067
Anticoagulant+drug+monitoring,0.0
Anticoagulant+therapy,0.10582326916178404
Anticoagulants,0.0329972454654124
anticoagulation,0.15890275546768812
ANTICOAGULATION+TREATMENT,0.2015625
Antidepressive+Agents,0.0003842003727561063
Antifibrinolytic+Agents,0.022095615556106018
Antihypertensive+Agents,0.005629715612304121
Antihypertensive+therapy,0.010482180293501049
Antiinflammatory+therapy,0.0033003300330033004
Antioxidants,0.0005504171298444802
Antiplatelet+Agents,0.07416798732171156
Antiplatelet+therapy,0.06814404432132964
Antithrombin+III,0.00754645788133195
aortic+balloon+pump,0.045103092783505154
Aortic+valve+replacement+NOS,0.0
Application+procedure,0.0
Aprindine,0.08579088471849866
Arsenal,0.0013591573224600749
Arteriovenous+graft,0.012232415902140673
Arthroplasty,0.0014604878818978448
Arthroplasty,+Replacement,+Hip,0.0023815492604662824
Arthroplasty,+Replacement,+Knee,0.0030830764102991416
